MAT_GRP,MAT_GRP_DESC,ds,is_synthetic,y,receipt_qty,inv_qty,n_active_materials
604,"WEIGH.INST,BRID&SPRS",2024-10-31,1,1.0,1.0,1.0,1
604,"WEIGH.INST,BRID&SPRS",2024-11-30,1,1.0,1.0,1.0,1
604,"WEIGH.INST,BRID&SPRS",2024-12-31,1,1.0,1.0,1.0,1
604,"WEIGH.INST,BRID&SPRS",2025-01-31,1,1.0,1.0,1.0,1
604,"WEIGH.INST,BRID&SPRS",2025-02-28,1,1.0,1.0,1.0,1
604,"WEIGH.INST,BRID&SPRS",2025-03-31,1,1.0,1.0,1.0,1
604,"WEIGH.INST,BRID&SPRS",2025-04-30,1,1.0,1.0,1.0,1
604,"WEIGH.INST,BRID&SPRS",2025-05-31,1,1.0,1.0,1.0,1
604,"WEIGH.INST,BRID&SPRS",2025-06-30,1,1.0,1.0,1.0,1
604,"WEIGH.INST,BRID&SPRS",2025-07-31,1,1.0,1.0,1.0,1
604,"WEIGH.INST,BRID&SPRS",2025-08-31,1,1.0,1.0,1.0,1
604,"WEIGH.INST,BRID&SPRS",2025-09-30,0,1.0,1.0,1.0,1
604,"WEIGH.INST,BRID&SPRS",2025-10-31,0,1.0,1.0,0.0,1
663,HYD.&PNEU.CYLINDERS,2023-11-30,1,60.0,59.0,2.0,13
663,HYD.&PNEU.CYLINDERS,2023-12-31,1,53.0,63.0,14.0,13
663,HYD.&PNEU.CYLINDERS,2024-01-31,1,61.0,67.0,23.0,13
663,HYD.&PNEU.CYLINDERS,2024-02-29,1,57.0,64.0,30.0,13
663,HYD.&PNEU.CYLINDERS,2024-03-31,1,55.0,70.0,47.0,13
663,HYD.&PNEU.CYLINDERS,2024-04-30,1,54.0,61.0,56.0,13
663,HYD.&PNEU.CYLINDERS,2024-05-31,1,60.0,60.0,56.0,13
663,HYD.&PNEU.CYLINDERS,2024-06-30,1,57.0,65.0,64.0,13
663,HYD.&PNEU.CYLINDERS,2024-07-31,1,63.0,63.0,66.0,13
663,HYD.&PNEU.CYLINDERS,2024-08-31,1,68.0,67.0,65.0,13
663,HYD.&PNEU.CYLINDERS,2024-09-30,1,59.0,72.0,78.0,13
663,HYD.&PNEU.CYLINDERS,2024-10-31,1,63.0,72.0,87.0,13
663,HYD.&PNEU.CYLINDERS,2024-11-30,1,63.0,61.0,85.0,13
663,HYD.&PNEU.CYLINDERS,2024-12-31,1,64.0,66.0,87.0,13
663,HYD.&PNEU.CYLINDERS,2025-01-31,1,60.0,75.0,102.0,13
663,HYD.&PNEU.CYLINDERS,2025-02-28,1,63.0,75.0,114.0,13
663,HYD.&PNEU.CYLINDERS,2025-03-31,1,67.0,73.0,120.0,13
663,HYD.&PNEU.CYLINDERS,2025-04-30,1,60.0,65.0,125.0,13
663,HYD.&PNEU.CYLINDERS,2025-05-31,1,58.0,75.0,142.0,13
663,HYD.&PNEU.CYLINDERS,2025-06-30,1,65.0,62.0,139.0,13
663,HYD.&PNEU.CYLINDERS,2025-07-31,1,63.0,65.0,141.0,13
663,HYD.&PNEU.CYLINDERS,2025-08-31,1,66.0,79.0,154.0,13
663,HYD.&PNEU.CYLINDERS,2025-09-30,0,58.0,58.0,0.0,13
663,HYD.&PNEU.CYLINDERS,2025-10-31,0,58.0,58.0,0.0,13
701,ABRASIVES,2023-11-30,1,3497.0,3916.0,23355.0,27
701,ABRASIVES,2023-12-31,1,3468.0,3851.0,23829.0,27
701,ABRASIVES,2024-01-31,1,3568.0,3455.0,23979.0,27
701,ABRASIVES,2024-02-29,1,3596.0,3561.0,23944.0,27
701,ABRASIVES,2024-03-31,1,3411.0,3924.0,24457.0,27
701,ABRASIVES,2024-04-30,1,3659.0,3820.0,24618.0,27
701,ABRASIVES,2024-05-31,1,3871.0,3190.0,23937.0,27
701,ABRASIVES,2024-06-30,1,3702.0,4143.0,24378.0,27
701,ABRASIVES,2024-07-31,1,3428.0,3829.0,24779.0,27
701,ABRASIVES,2024-08-31,1,3497.0,4135.0,25417.0,27
701,ABRASIVES,2024-09-30,1,3420.0,3751.0,25748.0,27
701,ABRASIVES,2024-10-31,1,3948.0,3960.0,25760.0,27
701,ABRASIVES,2024-11-30,1,3847.0,4136.0,26049.0,27
701,ABRASIVES,2024-12-31,1,3354.0,3924.0,26619.0,27
701,ABRASIVES,2025-01-31,1,3629.0,4029.0,27019.0,27
701,ABRASIVES,2025-02-28,1,3696.0,4144.0,27467.0,27
701,ABRASIVES,2025-03-31,1,3377.0,3631.0,27721.0,27
701,ABRASIVES,2025-04-30,1,3982.0,3688.0,27427.0,27
701,ABRASIVES,2025-05-31,1,3569.0,4289.0,28147.0,27
701,ABRASIVES,2025-06-30,1,3309.0,4321.0,29159.0,27
701,ABRASIVES,2025-07-31,1,3221.0,3891.0,29829.0,27
701,ABRASIVES,2025-08-31,1,3609.0,3762.0,29982.0,27
701,ABRASIVES,2025-09-30,0,3434.0,4736.0,28099.0,27
701,ABRASIVES,2025-10-31,0,3434.0,4736.0,26503.0,27
702,BEARINGS&BRG.HOUSNGS,2023-11-30,1,3121.0,3456.0,13164.0,254
702,BEARINGS&BRG.HOUSNGS,2023-12-31,1,2905.0,3376.0,13645.0,254
702,BEARINGS&BRG.HOUSNGS,2024-01-31,1,2918.0,3375.0,14144.0,254
702,BEARINGS&BRG.HOUSNGS,2024-02-29,1,3315.0,3331.0,14276.0,254
702,BEARINGS&BRG.HOUSNGS,2024-03-31,1,3274.0,3319.0,14341.0,254
702,BEARINGS&BRG.HOUSNGS,2024-04-30,1,3339.0,3772.0,14778.0,254
702,BEARINGS&BRG.HOUSNGS,2024-05-31,1,3365.0,3492.0,14905.0,254
702,BEARINGS&BRG.HOUSNGS,2024-06-30,1,3297.0,3828.0,15436.0,254
702,BEARINGS&BRG.HOUSNGS,2024-07-31,1,3397.0,3754.0,15793.0,254
702,BEARINGS&BRG.HOUSNGS,2024-08-31,1,3120.0,3656.0,16329.0,254
702,BEARINGS&BRG.HOUSNGS,2024-09-30,1,3106.0,3690.0,16913.0,254
702,BEARINGS&BRG.HOUSNGS,2024-10-31,1,3222.0,3586.0,17277.0,254
702,BEARINGS&BRG.HOUSNGS,2024-11-30,1,3097.0,3300.0,17480.0,254
702,BEARINGS&BRG.HOUSNGS,2024-12-31,1,3040.0,3627.0,18067.0,254
702,BEARINGS&BRG.HOUSNGS,2025-01-31,1,3139.0,3604.0,18532.0,254
702,BEARINGS&BRG.HOUSNGS,2025-02-28,1,3228.0,3200.0,18504.0,254
702,BEARINGS&BRG.HOUSNGS,2025-03-31,1,3312.0,3514.0,18706.0,254
702,BEARINGS&BRG.HOUSNGS,2025-04-30,1,3272.0,3378.0,18812.0,254
702,BEARINGS&BRG.HOUSNGS,2025-05-31,1,3423.0,3761.0,19150.0,254
702,BEARINGS&BRG.HOUSNGS,2025-06-30,1,3476.0,3782.0,19456.0,254
702,BEARINGS&BRG.HOUSNGS,2025-07-31,1,3515.0,3531.0,19472.0,254
702,BEARINGS&BRG.HOUSNGS,2025-08-31,1,3228.0,3802.0,20046.0,254
702,BEARINGS&BRG.HOUSNGS,2025-09-30,0,3158.0,5673.0,18541.0,254
702,BEARINGS&BRG.HOUSNGS,2025-10-31,0,3158.0,5673.0,19060.0,254
703,BUILDING MATERIALS,2023-11-30,1,217.5944,209.6251,247.6518,2
703,BUILDING MATERIALS,2023-12-31,1,291.5178,289.5345,245.6685,2
703,BUILDING MATERIALS,2024-01-31,1,256.6778,198.2018,187.1925,2
703,BUILDING MATERIALS,2024-02-29,1,273.967,361.4782,274.7037,2
703,BUILDING MATERIALS,2024-03-31,1,213.1183,249.5753,311.1607,2
703,BUILDING MATERIALS,2024-04-30,1,240.3404,355.4326,426.2529,2
703,BUILDING MATERIALS,2024-05-31,1,237.73919999999998,185.67110000000002,374.18480000000005,2
703,BUILDING MATERIALS,2024-06-30,1,255.4529,206.6678,325.39970000000005,2
703,BUILDING MATERIALS,2024-07-31,1,237.9181,265.5435,353.02509999999995,2
703,BUILDING MATERIALS,2024-08-31,1,220.2663,245.88,378.6388,2
703,BUILDING MATERIALS,2024-09-30,1,252.15449999999998,307.8114,434.2957,2
703,BUILDING MATERIALS,2024-10-31,1,201.70530000000002,268.36220000000003,500.9526,2
703,BUILDING MATERIALS,2024-11-30,1,234.0394,283.21770000000004,550.1309,2
703,BUILDING MATERIALS,2024-12-31,1,248.6585,224.01209999999998,525.4845,2
703,BUILDING MATERIALS,2025-01-31,1,275.5652,286.6726,536.5919,2
703,BUILDING MATERIALS,2025-02-28,1,289.9117,236.5908,483.271,2
703,BUILDING MATERIALS,2025-03-31,1,291.2167,317.6435,509.69780000000003,2
703,BUILDING MATERIALS,2025-04-30,1,352.5287,306.81690000000003,463.986,2
703,BUILDING MATERIALS,2025-05-31,1,287.09630000000004,390.6475,567.5372,2
703,BUILDING MATERIALS,2025-06-30,1,303.7586,335.6962,599.4748,2
703,BUILDING MATERIALS,2025-07-31,1,236.60580000000002,276.7522,639.6212,2
703,BUILDING MATERIALS,2025-08-31,1,270.3411,267.1559,636.436,2
703,BUILDING MATERIALS,2025-09-30,0,246.77,246.17000000000002,618.573,2
703,BUILDING MATERIALS,2025-10-31,0,246.77,246.17000000000002,371.803,2
704,CHEMICALS&COMPNDS,2023-11-30,1,275675.327,259569.7454,670341.0594,52
704,CHEMICALS&COMPNDS,2023-12-31,1,236845.5261,324217.8382,761883.622,52
704,CHEMICALS&COMPNDS,2024-01-31,1,256226.9164,272104.647,779004.6176,52
704,CHEMICALS&COMPNDS,2024-02-29,1,265408.782,259019.5928,773304.8559,52
704,CHEMICALS&COMPNDS,2024-03-31,1,213749.55349999998,323108.1071,883192.7414999999,52
704,CHEMICALS&COMPNDS,2024-04-30,1,232009.0744,293624.3893,944808.0564,52
704,CHEMICALS&COMPNDS,2024-05-31,1,233605.6809,237239.8775,948559.5217,52
704,CHEMICALS&COMPNDS,2024-06-30,1,234548.2752,218864.2235,932875.47,52
704,CHEMICALS&COMPNDS,2024-07-31,1,240063.7262,237755.0327,930566.7765000002,52
704,CHEMICALS&COMPNDS,2024-08-31,1,254019.4144,280414.7701,956969.1048,52
704,CHEMICALS&COMPNDS,2024-09-30,1,294469.1738,243769.38040000002,906269.3113999999,52
704,CHEMICALS&COMPNDS,2024-10-31,1,249560.2986,242637.0331,899346.0458999999,52
704,CHEMICALS&COMPNDS,2024-11-30,1,252880.80649999998,306578.318,953043.5573999999,52
704,CHEMICALS&COMPNDS,2024-12-31,1,261097.1643,299703.0515,991649.4445999999,52
704,CHEMICALS&COMPNDS,2025-01-31,1,261214.9712,268047.9174,998482.3907999999,52
704,CHEMICALS&COMPNDS,2025-02-28,1,242423.5994,294134.9956,1050193.787,52
704,CHEMICALS&COMPNDS,2025-03-31,1,250472.2379,262553.05590000004,1062274.605,52
704,CHEMICALS&COMPNDS,2025-04-30,1,229266.6989,263269.4431,1096277.3492,52
704,CHEMICALS&COMPNDS,2025-05-31,1,221819.369,294764.8614,1169222.8416,52
704,CHEMICALS&COMPNDS,2025-06-30,1,221290.443,263532.5701,1211464.9687,52
704,CHEMICALS&COMPNDS,2025-07-31,1,246958.0065,259641.9079,1224148.8701000002,52
704,CHEMICALS&COMPNDS,2025-08-31,1,247316.363,291981.882,1268814.3891,52
704,CHEMICALS&COMPNDS,2025-09-30,0,248282.575,410691.8,1225606.3399999999,52
704,CHEMICALS&COMPNDS,2025-10-31,0,248282.575,410691.8,1325017.585,52
705,HARDWARE&FASTENERS,2023-11-30,1,29711.7022,32444.2849,142520.1411,286
705,HARDWARE&FASTENERS,2023-12-31,1,30346.3461,33366.0643,145926.6384,286
705,HARDWARE&FASTENERS,2024-01-31,1,30628.0677,32261.2406,148173.6471,286
705,HARDWARE&FASTENERS,2024-02-29,1,30875.8469,33405.9066,150989.6773,286
705,HARDWARE&FASTENERS,2024-03-31,1,29388.6366,33378.1141,155058.2205,286
705,HARDWARE&FASTENERS,2024-04-30,1,30173.7278,32930.5407,157981.3364,286
705,HARDWARE&FASTENERS,2024-05-31,1,30198.7338,32823.3787,160613.9813,286
705,HARDWARE&FASTENERS,2024-06-30,1,29305.828700000002,32756.977600000002,164066.1313,286
705,HARDWARE&FASTENERS,2024-07-31,1,30907.6385,32711.905,165905.3978,286
705,HARDWARE&FASTENERS,2024-08-31,1,30558.6187,33737.4187,169091.1978,286
705,HARDWARE&FASTENERS,2024-09-30,1,30339.4824,33756.130900000004,172529.6676,286
705,HARDWARE&FASTENERS,2024-10-31,1,30796.9642,32890.7491,174623.4525,286
705,HARDWARE&FASTENERS,2024-11-30,1,31484.2254,32915.8432,176171.8117,286
705,HARDWARE&FASTENERS,2024-12-31,1,31301.0274,33656.5421,178527.3264,286
705,HARDWARE&FASTENERS,2025-01-31,1,31627.2559,33934.7652,180834.8357,286
705,HARDWARE&FASTENERS,2025-02-28,1,31276.8409,34902.4436,184460.4384,286
705,HARDWARE&FASTENERS,2025-03-31,1,31491.8451,34278.75,187247.3433,286
705,HARDWARE&FASTENERS,2025-04-30,1,31151.3981,33868.6769,189964.6221,286
705,HARDWARE&FASTENERS,2025-05-31,1,30211.3245,34508.071,194261.3686,286
705,HARDWARE&FASTENERS,2025-06-30,1,30475.1434,33716.7764,197503.0016,286
705,HARDWARE&FASTENERS,2025-07-31,1,30682.5631,33340.0296,200160.4681,286
705,HARDWARE&FASTENERS,2025-08-31,1,31529.7926,33984.9368,202615.6123,286
705,HARDWARE&FASTENERS,2025-09-30,0,29689.0,71916.0,187917.5,286
705,HARDWARE&FASTENERS,2025-10-31,0,29689.0,71916.0,211328.5,286
706,LABORATORYWARE&INSTR,2023-11-30,1,122.0,130.0,40.0,22
706,LABORATORYWARE&INSTR,2023-12-31,1,135.0,141.0,58.0,22
706,LABORATORYWARE&INSTR,2024-01-31,1,135.0,129.0,65.0,22
706,LABORATORYWARE&INSTR,2024-02-29,1,136.0,137.0,66.0,22
706,LABORATORYWARE&INSTR,2024-03-31,1,132.0,159.0,93.0,22
706,LABORATORYWARE&INSTR,2024-04-30,1,129.0,149.0,114.0,22
706,LABORATORYWARE&INSTR,2024-05-31,1,149.0,148.0,115.0,22
706,LABORATORYWARE&INSTR,2024-06-30,1,130.0,149.0,135.0,22
706,LABORATORYWARE&INSTR,2024-07-31,1,133.0,169.0,171.0,22
706,LABORATORYWARE&INSTR,2024-08-31,1,120.0,163.0,215.0,22
706,LABORATORYWARE&INSTR,2024-09-30,1,133.0,133.0,216.0,22
706,LABORATORYWARE&INSTR,2024-10-31,1,125.0,127.0,218.0,22
706,LABORATORYWARE&INSTR,2024-11-30,1,138.0,155.0,235.0,22
706,LABORATORYWARE&INSTR,2024-12-31,1,136.0,154.0,253.0,22
706,LABORATORYWARE&INSTR,2025-01-31,1,136.0,139.0,256.0,22
706,LABORATORYWARE&INSTR,2025-02-28,1,137.0,153.0,272.0,22
706,LABORATORYWARE&INSTR,2025-03-31,1,136.0,162.0,298.0,22
706,LABORATORYWARE&INSTR,2025-04-30,1,149.0,139.0,288.0,22
706,LABORATORYWARE&INSTR,2025-05-31,1,140.0,148.0,296.0,22
706,LABORATORYWARE&INSTR,2025-06-30,1,129.0,148.0,315.0,22
706,LABORATORYWARE&INSTR,2025-07-31,1,124.0,164.0,355.0,22
706,LABORATORYWARE&INSTR,2025-08-31,1,129.0,125.0,351.0,22
706,LABORATORYWARE&INSTR,2025-09-30,0,129.0,116.0,103.0,22
706,LABORATORYWARE&INSTR,2025-10-31,0,129.0,116.0,66.0,22
707,METALS-FERROUS,2023-11-30,1,1723.1116,1964.8669,7256.5832,59
707,METALS-FERROUS,2023-12-31,1,1759.191,1974.5315,7490.2792,59
707,METALS-FERROUS,2024-01-31,1,1715.7441999999999,1965.7045,7743.456999999999,59
707,METALS-FERROUS,2024-02-29,1,1688.3622,1786.0542,7841.149,59
707,METALS-FERROUS,2024-03-31,1,1644.643,1719.093,7915.599,59
707,METALS-FERROUS,2024-04-30,1,1656.7842,1866.0723,8124.8871,59
707,METALS-FERROUS,2024-05-31,1,1595.6104,1936.3975,8465.6742,59
707,METALS-FERROUS,2024-06-30,1,1572.1208,1853.6636,8747.515,59
707,METALS-FERROUS,2024-07-31,1,1642.5807,1845.5459,8950.4802,59
707,METALS-FERROUS,2024-08-31,1,1783.5140000000001,1678.205,8845.4513,59
707,METALS-FERROUS,2024-09-30,1,1738.9764,2033.3509999999999,9139.8259,59
707,METALS-FERROUS,2024-10-31,1,1763.991,2048.8288000000002,9424.6637,59
707,METALS-FERROUS,2024-11-30,1,1673.0216,2033.9435,9785.5856,59
707,METALS-FERROUS,2024-12-31,1,1845.7667,1922.9132,9862.7321,59
707,METALS-FERROUS,2025-01-31,1,1697.0566999999999,1819.6417999999999,9985.3172,59
707,METALS-FERROUS,2025-02-28,1,1658.9233,1917.8006,10244.1945,59
707,METALS-FERROUS,2025-03-31,1,1625.199,1663.8725000000002,10282.868,59
707,METALS-FERROUS,2025-04-30,1,1593.2586,1751.7566,10441.366,59
707,METALS-FERROUS,2025-05-31,1,1641.663,1748.0472,10547.7502,59
707,METALS-FERROUS,2025-06-30,1,1733.9067,1665.1041,10478.9476,59
707,METALS-FERROUS,2025-07-31,1,1663.9915,1862.9202,10677.8763,59
707,METALS-FERROUS,2025-08-31,1,1650.9618,1683.0604,10709.9749,59
707,METALS-FERROUS,2025-09-30,0,1659.453,2974.0373,10213.376,59
707,METALS-FERROUS,2025-10-31,0,1659.453,2974.0373,10483.792,59
709,P / WAY MATERIALS,2023-11-30,1,445.8224,385.1149,2495.1375,3
709,P / WAY MATERIALS,2023-12-31,1,443.3824,512.0406,2563.7957,3
709,P / WAY MATERIALS,2024-01-31,1,448.7902,391.845,2513.8505,3
709,P / WAY MATERIALS,2024-02-29,1,330.8646,588.1441,2771.13,3
709,P / WAY MATERIALS,2024-03-31,1,370.2261,455.8449,2856.7488,3
709,P / WAY MATERIALS,2024-04-30,1,285.8571,300.1045,2870.9962,3
709,P / WAY MATERIALS,2024-05-31,1,311.3315,303.3808,2863.0455,3
709,P / WAY MATERIALS,2024-06-30,1,258.6011,355.4083,2959.8527,3
709,P / WAY MATERIALS,2024-07-31,1,275.8922,410.4778,3094.4383,3
709,P / WAY MATERIALS,2024-08-31,1,359.4574,355.5263,3090.5072,3
709,P / WAY MATERIALS,2024-09-30,1,309.5482,258.3277,3039.2867,3
709,P / WAY MATERIALS,2024-10-31,1,355.3491,338.5695,3022.5071,3
709,P / WAY MATERIALS,2024-11-30,1,323.9002,337.0339,3035.6408,3
709,P / WAY MATERIALS,2024-12-31,1,412.9252,450.9094,3073.625,3
709,P / WAY MATERIALS,2025-01-31,1,307.8489,322.9257,3088.7018,3
709,P / WAY MATERIALS,2025-02-28,1,468.7337,353.7546,2973.7227,3
709,P / WAY MATERIALS,2025-03-31,1,340.9943,305.7881,2938.5165,3
709,P / WAY MATERIALS,2025-04-30,1,319.2321,554.1768,3173.4612,3
709,P / WAY MATERIALS,2025-05-31,1,285.1031,384.7091,3273.0672,3
709,P / WAY MATERIALS,2025-06-30,1,337.5587,374.8149,3310.3234,3
709,P / WAY MATERIALS,2025-07-31,1,264.9857,241.9377,3287.2754,3
709,P / WAY MATERIALS,2025-08-31,1,312.0607,302.7853,3278.0,3
709,P / WAY MATERIALS,2025-09-30,0,324.0,74.0,3204.0,3
709,P / WAY MATERIALS,2025-10-31,0,324.0,74.0,2904.0,3
710,PAINTS AND VARNISHES,2023-11-30,1,14013.0821,14800.303,81565.662,20
710,PAINTS AND VARNISHES,2023-12-31,1,15067.4494,15589.7425,82087.9551,20
710,PAINTS AND VARNISHES,2024-01-31,1,13082.347,17501.930800000002,86507.5389,20
710,PAINTS AND VARNISHES,2024-02-29,1,13408.4187,14701.4124,87800.53259999999,20
710,PAINTS AND VARNISHES,2024-03-31,1,14057.6633,14636.6457,88379.515,20
710,PAINTS AND VARNISHES,2024-04-30,1,14715.7153,17372.1011,91035.9008,20
710,PAINTS AND VARNISHES,2024-05-31,1,14612.8115,16005.4733,92428.5626,20
710,PAINTS AND VARNISHES,2024-06-30,1,16253.9911,18676.5615,94851.133,20
710,PAINTS AND VARNISHES,2024-07-31,1,15660.9425,16830.4354,96021.9589,20
710,PAINTS AND VARNISHES,2024-08-31,1,17731.6387,17638.6303,95928.9505,20
710,PAINTS AND VARNISHES,2024-09-30,1,17189.4989,18521.7242,97261.3269,20
710,PAINTS AND VARNISHES,2024-10-31,1,15893.9531,19620.1351,100987.9,20
710,PAINTS AND VARNISHES,2024-11-30,1,15993.7662,16768.4597,101762.5935,20
710,PAINTS AND VARNISHES,2024-12-31,1,14775.644499999999,18634.9237,105621.87269999999,20
710,PAINTS AND VARNISHES,2025-01-31,1,13490.6486,16102.0857,108233.3098,20
710,PAINTS AND VARNISHES,2025-02-28,1,14370.5533,15058.4478,108921.2043,20
710,PAINTS AND VARNISHES,2025-03-31,1,14349.8452,16339.8863,110911.2454,20
710,PAINTS AND VARNISHES,2025-04-30,1,14814.4316,15506.5367,111603.3505,20
710,PAINTS AND VARNISHES,2025-05-31,1,15664.8592,15453.2742,111391.76550000001,20
710,PAINTS AND VARNISHES,2025-06-30,1,18148.9759,19276.479,112519.26860000001,20
710,PAINTS AND VARNISHES,2025-07-31,1,16531.3469,20151.8328,116139.75450000001,20
710,PAINTS AND VARNISHES,2025-08-31,1,17547.265,19422.6424,118015.13190000001,20
710,PAINTS AND VARNISHES,2025-09-30,0,14707.0,16424.0,118011.802,20
710,PAINTS AND VARNISHES,2025-10-31,0,14707.0,16424.0,98630.802,20
712,LUBRICANTS,2023-11-30,1,253075.8731,272472.5507,96595.54520000001,51
712,LUBRICANTS,2023-12-31,1,255348.76260000002,280214.8461,127044.8664,51
712,LUBRICANTS,2024-01-31,1,226949.5917,271477.2153,172242.3711,51
712,LUBRICANTS,2024-02-29,1,244830.8316,267938.7468,199891.8677,51
712,LUBRICANTS,2024-03-31,1,238821.2642,280978.1857,243884.3367,51
712,LUBRICANTS,2024-04-30,1,241360.904,257291.2286,260360.47460000002,51
712,LUBRICANTS,2024-05-31,1,228777.4865,286861.2063,319531.2595,51
712,LUBRICANTS,2024-06-30,1,237719.006,272933.1565,354745.41,51
712,LUBRICANTS,2024-07-31,1,252726.6999,287968.6994,389987.4095,51
712,LUBRICANTS,2024-08-31,1,231379.4268,290506.5351,449114.51780000003,51
712,LUBRICANTS,2024-09-30,1,253036.752,274040.2302,470117.996,51
712,LUBRICANTS,2024-10-31,1,237731.0374,254338.001,486724.9596,51
712,LUBRICANTS,2024-11-30,1,247959.4355,278519.7291,517285.2532,51
712,LUBRICANTS,2024-12-31,1,251295.2202,276424.4905,542414.5235,51
712,LUBRICANTS,2025-01-31,1,242931.2525,283607.6388,583090.9098,51
712,LUBRICANTS,2025-02-28,1,231367.0668,265479.2615,617203.1045,51
712,LUBRICANTS,2025-03-31,1,235271.5742,250374.6099,632306.1402,51
712,LUBRICANTS,2025-04-30,1,238470.8599,258929.5589,652764.8392,51
712,LUBRICANTS,2025-05-31,1,244792.5483,266825.5964,674797.8873,51
712,LUBRICANTS,2025-06-30,1,245643.5026,290935.22359999997,720089.6083,51
712,LUBRICANTS,2025-07-31,1,245196.8269,266492.8358,741385.6172,51
712,LUBRICANTS,2025-08-31,1,243535.6506,280858.2367,778708.2033,51
712,LUBRICANTS,2025-09-30,0,235337.2,288600.9,284560.0,51
712,LUBRICANTS,2025-10-31,0,235337.2,288600.9,287300.7,51
713,"PIPE, TUBE AND FITTI",2023-11-30,1,18968.4825,20678.9046,95744.9865,232
713,"PIPE, TUBE AND FITTI",2023-12-31,1,18748.3832,21690.1506,98989.5255,232
713,"PIPE, TUBE AND FITTI",2024-01-31,1,19666.4397,20174.5816,100377.2465,232
713,"PIPE, TUBE AND FITTI",2024-02-29,1,20087.0368,21502.6012,102369.0769,232
713,"PIPE, TUBE AND FITTI",2024-03-31,1,18138.9337,23669.621,107953.7642,232
713,"PIPE, TUBE AND FITTI",2024-04-30,1,19790.0029,20733.5443,108963.30559999999,232
713,"PIPE, TUBE AND FITTI",2024-05-31,1,19472.8134,21131.9098,110701.402,232
713,"PIPE, TUBE AND FITTI",2024-06-30,1,19709.6131,22534.2956,113545.0845,232
713,"PIPE, TUBE AND FITTI",2024-07-31,1,19908.27,20312.8452,113984.5281,232
713,"PIPE, TUBE AND FITTI",2024-08-31,1,18283.6235,20322.2791,116026.1837,232
713,"PIPE, TUBE AND FITTI",2024-09-30,1,18263.6588,21397.6181,119162.143,232
713,"PIPE, TUBE AND FITTI",2024-10-31,1,19131.746,20331.4942,120364.8912,232
713,"PIPE, TUBE AND FITTI",2024-11-30,1,18641.5819,20320.3913,122043.7006,232
713,"PIPE, TUBE AND FITTI",2024-12-31,1,19082.5873,20839.9385,123801.0518,232
713,"PIPE, TUBE AND FITTI",2025-01-31,1,19616.5934,20651.2328,124835.6912,232
713,"PIPE, TUBE AND FITTI",2025-02-28,1,19767.4968,19849.4478,124917.6422,232
713,"PIPE, TUBE AND FITTI",2025-03-31,1,20253.6979,21310.2887,125974.233,232
713,"PIPE, TUBE AND FITTI",2025-04-30,1,19318.5291,23839.2704,130495.9743,232
713,"PIPE, TUBE AND FITTI",2025-05-31,1,19341.9485,21799.3862,132953.412,232
713,"PIPE, TUBE AND FITTI",2025-06-30,1,19472.5023,21725.3295,135206.2392,232
713,"PIPE, TUBE AND FITTI",2025-07-31,1,18678.1841,21592.9597,138121.0148,232
713,"PIPE, TUBE AND FITTI",2025-08-31,1,19100.0465,21030.1329,140051.1012,232
713,"PIPE, TUBE AND FITTI",2025-09-30,0,18601.85,43056.665,127573.389,232
713,"PIPE, TUBE AND FITTI",2025-10-31,0,18601.85,43056.665,135423.11,232
714,VALVES &  ACCESSORIE,2023-11-30,1,328.0,341.0,2512.0,56
714,VALVES &  ACCESSORIE,2023-12-31,1,345.0,373.0,2543.0,56
714,VALVES &  ACCESSORIE,2024-01-31,1,354.0,368.0,2565.0,56
714,VALVES &  ACCESSORIE,2024-02-29,1,339.0,377.0,2606.0,56
714,VALVES &  ACCESSORIE,2024-03-31,1,334.0,380.0,2654.0,56
714,VALVES &  ACCESSORIE,2024-04-30,1,341.0,356.0,2669.0,56
714,VALVES &  ACCESSORIE,2024-05-31,1,341.0,395.0,2727.0,56
714,VALVES &  ACCESSORIE,2024-06-30,1,341.0,377.0,2766.0,56
714,VALVES &  ACCESSORIE,2024-07-31,1,326.0,371.0,2811.0,56
714,VALVES &  ACCESSORIE,2024-08-31,1,320.0,364.0,2855.0,56
714,VALVES &  ACCESSORIE,2024-09-30,1,340.0,351.0,2867.0,56
714,VALVES &  ACCESSORIE,2024-10-31,1,317.0,339.0,2889.0,56
714,VALVES &  ACCESSORIE,2024-11-30,1,329.0,383.0,2943.0,56
714,VALVES &  ACCESSORIE,2024-12-31,1,346.0,336.0,2933.0,56
714,VALVES &  ACCESSORIE,2025-01-31,1,360.0,358.0,2931.0,56
714,VALVES &  ACCESSORIE,2025-02-28,1,348.0,394.0,2977.0,56
714,VALVES &  ACCESSORIE,2025-03-31,1,359.0,399.0,3017.0,56
714,VALVES &  ACCESSORIE,2025-04-30,1,336.0,373.0,3054.0,56
714,VALVES &  ACCESSORIE,2025-05-31,1,334.0,411.0,3131.0,56
714,VALVES &  ACCESSORIE,2025-06-30,1,340.0,352.0,3143.0,56
714,VALVES &  ACCESSORIE,2025-07-31,1,336.0,372.0,3179.0,56
714,VALVES &  ACCESSORIE,2025-08-31,1,343.0,377.0,3213.0,56
714,VALVES &  ACCESSORIE,2025-09-30,0,323.0,525.0,2988.3,56
714,VALVES &  ACCESSORIE,2025-10-31,0,323.0,525.0,2888.3,56
715,REFRACTORIES,2023-11-30,1,599757.2248,683730.0059,451302.149,556
